id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
2233,2014-02-01,,Two year,Yes,Credit card (automatic),89.55,6448.85,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,0
2234,2015-06-01,,Two year,Yes,Credit card (automatic),24.95,1468.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
2236,2014-08-01,,Month-to-month,Yes,Electronic check,100.8,6690.75,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,Yes,No,Yes,0
2237,2017-01-01,2019-11-01,One year,Yes,Mailed check,64.4,2088.75,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,Yes,1
2238,2014-05-01,,Two year,No,Bank transfer (automatic),105.35,7240.65,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
2239,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,102.45,102.45,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,1
2240,2016-10-01,,Two year,No,Credit card (automatic),19.65,830.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2241,2017-08-01,,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,DSL,Yes,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
2242,2019-03-01,,Month-to-month,No,Mailed check,70.5,829.3,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,No,0
2243,2018-11-01,,One year,No,Credit card (automatic),20.1,302.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2244,2019-03-01,,Month-to-month,Yes,Electronic check,69.35,712.25,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
2245,2014-10-01,,One year,No,Bank transfer (automatic),19.8,1336.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2246,2014-02-01,,Two year,No,Bank transfer (automatic),74.4,5360.75,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,1,Yes,No,No,0
2247,2014-02-01,,Two year,Yes,Bank transfer (automatic),93.05,6735.05,Fiber optic,Yes,Yes,Yes,Yes,No,No,Male,1,Yes,No,Yes,0
2248,2020-01-01,,Month-to-month,No,Mailed check,51.2,51.2,DSL,Yes,No,No,No,No,No,Female,0,No,Yes,No,0
2249,2018-11-01,,One year,No,Credit card (automatic),65.6,1010.0,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,No,Yes,No,0
2250,2015-02-01,,One year,No,Credit card (automatic),80.55,4847.05,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
2251,2015-06-01,,One year,No,Mailed check,52.7,3019.7,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,No,0
2252,2019-06-01,,Two year,No,Mailed check,20.85,161.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2253,2019-08-01,2019-11-01,Month-to-month,No,Credit card (automatic),80.1,217.55,Fiber optic,No,No,Yes,Yes,No,No,Female,0,No,No,No,1
2254,2016-01-01,,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
2255,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,80.2,146.05,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
2256,2019-05-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,No,1
2257,2014-04-01,,Two year,Yes,Bank transfer (automatic),114.95,7711.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
2258,2018-11-01,2019-11-01,Month-to-month,Yes,Mailed check,112.95,1384.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,1
2259,2015-10-01,,One year,Yes,Bank transfer (automatic),104.45,5481.25,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,1,Yes,No,No,0
2260,2014-02-01,,Two year,Yes,Credit card (automatic),113.65,8124.2,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
2261,2016-10-01,,Two year,Yes,Bank transfer (automatic),20.6,827.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2262,2019-11-01,2019-12-01,Month-to-month,No,Mailed check,70.9,70.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
2263,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,86.85,220.95,Fiber optic,No,No,Yes,No,Yes,No,Female,1,No,No,No,1
2264,2016-10-01,,Month-to-month,Yes,Electronic check,91.55,3673.6,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,0
2265,2020-01-01,,Month-to-month,Yes,Electronic check,49.85,49.85,DSL,No,No,Yes,No,No,No,Male,0,No,Yes,No,0
2266,2017-08-01,,One year,No,Credit card (automatic),19.8,576.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
2267,2017-12-01,2019-11-01,Month-to-month,Yes,Electronic check,99.85,2331.3,Fiber optic,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,1
2268,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,74.5,74.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,1
2269,2016-06-01,,Month-to-month,No,Electronic check,104.15,4495.65,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
2270,2014-08-01,2020-01-01,Month-to-month,Yes,Electronic check,109.15,6941.2,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,1
2271,2019-07-01,,Month-to-month,Yes,Electronic check,48.2,340.35,DSL,Yes,No,No,No,No,No,Female,1,No,No,No,0
2272,2014-02-01,,Two year,Yes,Credit card (automatic),25.1,1789.9,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,0
2273,2019-06-01,,Month-to-month,Yes,Credit card (automatic),100.15,908.55,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,No,No,Yes,0
2274,2018-08-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,DSL,No,No,Yes,No,No,Yes,Female,0,No,No,Yes,1
2275,2014-07-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,Yes,Yes,1
2276,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,71.55,71.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
2277,2019-11-01,,Month-to-month,No,Mailed check,55.9,157.55,DSL,Yes,No,Yes,No,No,No,Male,0,No,Yes,No,0
2278,2015-05-01,2019-10-01,Month-to-month,No,Electronic check,93.9,5029.2,Fiber optic,Yes,No,Yes,No,No,Yes,Male,0,Yes,No,Yes,1
2279,2019-06-01,,Month-to-month,Yes,Credit card (automatic),64.4,581.7,DSL,No,No,Yes,Yes,No,Yes,Male,1,Yes,No,No,0
2280,2014-02-01,2019-11-01,Two year,Yes,Bank transfer (automatic),108.4,7318.2,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,1
2281,2019-09-01,,Month-to-month,Yes,Mailed check,85.3,420.45,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,No,0
2282,2014-02-01,,Two year,No,Mailed check,107.45,7576.7,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2283,2018-09-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,DSL,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,1
2284,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,85.65,321.65,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,1
2285,2015-08-01,,Two year,No,Credit card (automatic),91.3,4965.0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2286,2014-02-01,,Two year,No,Bank transfer (automatic),85.95,6151.9,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
2287,2018-10-01,2019-10-01,Month-to-month,Yes,Electronic check,106.7,1253.9,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
2288,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,25.15,25.15,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
2289,2020-01-01,,Month-to-month,No,Electronic check,45.2,45.2,DSL,No,No,No,No,No,No,Male,1,No,No,No,0
2290,2015-05-01,2019-11-01,One year,No,Electronic check,110.35,5893.15,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
2291,2014-05-01,,Two year,Yes,Credit card (automatic),79.2,5420.65,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,Yes,Yes,0
2292,2016-02-01,,Two year,No,Credit card (automatic),55.5,2627.35,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,0
2293,2015-10-01,2019-10-01,One year,Yes,Credit card (automatic),103.25,5037.55,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,1
2294,2019-06-01,,Month-to-month,Yes,Electronic check,90.25,743.75,Fiber optic,No,No,No,Yes,No,Yes,Female,0,Yes,No,Yes,0
2295,2014-03-01,,Two year,Yes,Mailed check,91.25,6589.6,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2296,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,47.8,92.45,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,1
2297,2014-07-01,,One year,Yes,Credit card (automatic),100.9,6733.15,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,0
2298,2017-04-01,,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
2299,2019-11-01,,Month-to-month,Yes,Electronic check,69.85,199.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2300,2019-05-01,,One year,Yes,Mailed check,65.6,593.3,DSL,No,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,No,0
2301,2014-03-01,,One year,Yes,Bank transfer (automatic),104.65,7288.4,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
2302,2015-05-01,,Two year,Yes,Credit card (automatic),90.45,5229.8,Fiber optic,No,No,No,Yes,Yes,No,Male,0,No,No,Yes,0
2303,2014-02-01,,Two year,Yes,Bank transfer (automatic),63.7,4464.8,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
2304,2016-02-01,,Month-to-month,Yes,Electronic check,104.5,5068.05,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,1,Yes,Yes,No,0
2305,2018-08-01,,One year,No,Mailed check,20.1,401.85,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2306,2016-07-01,,One year,Yes,Credit card (automatic),104.3,4451.85,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2307,2014-02-01,,Two year,Yes,Bank transfer (automatic),93.25,6688.95,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2308,2017-03-01,,One year,Yes,Bank transfer (automatic),73.45,2661.1,DSL,No,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2309,2019-10-01,,Month-to-month,No,Mailed check,20.7,73.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2310,2016-01-01,,Two year,No,Mailed check,25.25,1211.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
2311,2014-03-01,,Two year,No,Bank transfer (automatic),100.5,7030.65,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,0
2312,2019-03-01,,Month-to-month,No,Electronic check,90.6,1020.2,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,No,0
2313,2014-11-01,,Two year,Yes,Credit card (automatic),89.4,5597.65,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2314,2014-09-01,,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,No,No,Yes,0
2315,2016-01-01,,Two year,No,Credit card (automatic),20.45,1024.65,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
2316,2017-07-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
2317,2018-10-01,2020-01-01,Month-to-month,Yes,Electronic check,83.05,1258.3,Fiber optic,No,No,Yes,Yes,No,No,Female,1,Yes,No,Yes,1
2318,2019-10-01,,Month-to-month,Yes,Electronic check,19.95,82.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2319,2014-02-01,,One year,No,Credit card (automatic),109.15,7789.6,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
2320,2017-12-01,,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,Fiber optic,No,No,Yes,No,Yes,No,Female,1,Yes,No,No,0
2321,2017-03-01,,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0
2322,2015-05-01,,One year,No,Electronic check,94.7,5468.95,Fiber optic,No,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,0
2323,2017-10-01,,Month-to-month,No,Electronic check,64.4,1802.15,DSL,No,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,0
2324,2018-01-01,,One year,Yes,Mailed check,26.8,733.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
2325,2016-03-01,,One year,Yes,Credit card (automatic),66.05,3021.45,DSL,Yes,No,Yes,No,Yes,No,Female,0,Yes,No,No,0
2326,2015-05-01,,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,Yes,0
2327,2018-10-01,,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,Fiber optic,No,No,No,No,Yes,No,Male,1,Yes,No,Yes,0
2328,2019-09-01,,Month-to-month,Yes,Mailed check,55.8,274.35,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,No,0
2329,2018-07-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,1
2330,2015-03-01,2019-11-01,One year,Yes,Bank transfer (automatic),104.75,5510.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,1
2331,2014-02-01,,Two year,No,Bank transfer (automatic),19.95,1322.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2332,2018-04-01,2020-01-01,Month-to-month,Yes,Electronic check,94.25,1973.75,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,1
2333,2016-02-01,,One year,No,Credit card (automatic),45.0,2196.3,DSL,Yes,No,Yes,No,No,Yes,Female,0,Yes,Yes,No,0
2334,2014-06-01,,Two year,No,Bank transfer (automatic),114.9,7843.55,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
2335,2017-08-01,,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,0
2336,2019-11-01,,Month-to-month,Yes,Mailed check,46.1,130.15,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,0
2337,2018-12-01,,Two year,No,Mailed check,39.7,692.35,DSL,Yes,No,Yes,Yes,No,No,Female,1,No,No,No,0
2338,2019-10-01,,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
2339,2014-03-01,,Two year,Yes,Credit card (automatic),95.75,6849.4,Fiber optic,No,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,0
2340,2019-06-01,,One year,No,Mailed check,24.4,203.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
2341,2015-01-01,,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,DSL,Yes,No,Yes,No,No,No,Male,0,Yes,Yes,No,0
2342,2014-02-01,,Two year,No,Bank transfer (automatic),90.45,6565.85,Fiber optic,No,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,0
2343,2019-09-01,,Month-to-month,Yes,Electronic check,84.0,424.75,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,0
2344,2016-01-01,,Two year,No,Bank transfer (automatic),67.4,3306.85,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,No,No,No,0
2345,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),19.7,168.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2346,2019-11-01,,Month-to-month,Yes,Electronic check,80.35,253.8,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,0
2347,2019-05-01,,Two year,No,Mailed check,19.6,197.4,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2348,2014-07-01,,Two year,Yes,Bank transfer (automatic),54.2,3838.2,DSL,Yes,Yes,No,No,No,No,Male,0,Yes,Yes,No,0
2349,2016-04-01,,Month-to-month,Yes,Credit card (automatic),45.2,2065.15,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
2350,2014-07-01,,One year,No,Mailed check,75.1,5064.45,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,No,Yes,0
2351,2015-07-01,,One year,No,Electronic check,19.7,1140.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
2352,2017-05-01,,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45,DSL,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,0
2353,2014-12-01,,Two year,No,Credit card (automatic),20.05,1263.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2354,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,45.95,45.95,DSL,No,No,No,No,No,No,Female,0,No,Yes,No,1
2355,2016-01-01,,Month-to-month,Yes,Electronic check,39.2,1838.15,DSL,Yes,No,No,No,No,Yes,Male,0,Yes,Yes,No,0
2356,2020-01-01,,Month-to-month,Yes,Electronic check,44.75,44.75,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
2357,2018-12-01,,Month-to-month,Yes,Electronic check,82.65,1185.0,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,0
2358,2018-08-01,,Month-to-month,No,Bank transfer (automatic),93.9,1743.9,Fiber optic,No,No,Yes,Yes,Yes,No,Male,1,No,No,Yes,0
2359,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,70.15,70.15,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
2360,2019-12-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),85.55,85.55,Fiber optic,No,No,Yes,No,Yes,No,Female,0,No,No,No,1
2361,2014-02-01,,Two year,Yes,Credit card (automatic),117.15,8529.5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
2362,2014-10-01,,Two year,No,Credit card (automatic),99.25,6549.45,Fiber optic,Yes,No,Yes,Yes,No,Yes,Male,0,No,No,Yes,0
2363,2014-05-01,,Two year,Yes,Bank transfer (automatic),112.55,7806.5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
2364,2020-01-01,,Month-to-month,Yes,Electronic check,25.7,25.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
2365,2014-03-01,,Two year,No,Credit card (automatic),90.3,6287.3,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2366,2014-08-01,,One year,Yes,Credit card (automatic),49.4,3251.85,DSL,No,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
2367,2019-12-01,,Month-to-month,No,Mailed check,19.4,50.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2368,2014-03-01,,Two year,Yes,Bank transfer (automatic),109.7,7904.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,No,0
2369,2019-03-01,,One year,Yes,Electronic check,61.25,729.95,DSL,No,Yes,No,No,Yes,No,Male,0,No,No,No,0
2370,2016-03-01,,Month-to-month,Yes,Electronic check,55.3,2654.05,DSL,Yes,Yes,No,No,No,No,Male,0,No,Yes,No,0
2371,2017-02-01,2020-01-01,Month-to-month,Yes,Electronic check,70.3,2416.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,1
2372,2017-05-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),106.35,3520.75,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
2373,2015-02-01,,Month-to-month,Yes,Bank transfer (automatic),103.75,5969.95,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2374,2019-03-01,,One year,No,Mailed check,19.5,226.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2375,2017-09-01,,One year,No,Credit card (automatic),39.5,1082.75,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,No,0
2376,2018-05-01,,Month-to-month,Yes,Electronic check,26.05,565.75,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2377,2016-02-01,,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,Fiber optic,No,No,Yes,No,No,Yes,Male,1,Yes,No,Yes,0
2378,2019-11-01,,Month-to-month,No,Mailed check,29.65,90.05,DSL,No,Yes,No,No,No,No,Female,0,No,Yes,No,0
2379,2016-07-01,,Month-to-month,No,Mailed check,50.2,2169.4,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
2380,2019-09-01,,Month-to-month,No,Electronic check,105.3,550.6,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,0
2381,2020-01-01,,Month-to-month,Yes,Electronic check,55.45,55.45,DSL,No,No,No,No,No,Yes,Female,0,No,No,No,0
2382,2014-03-01,,One year,No,Electronic check,85.45,6300.85,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
2383,2019-06-01,,One year,No,Electronic check,19.8,160.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2384,2019-06-01,,Month-to-month,Yes,Electronic check,59.25,436.6,DSL,No,No,No,No,Yes,No,Male,0,No,No,Yes,0
2385,2018-06-01,,Month-to-month,Yes,Credit card (automatic),90.7,1781.35,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,0
2386,2017-02-01,2019-11-01,One year,Yes,Mailed check,103.7,3467.0,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,1
2387,2014-03-01,,One year,Yes,Credit card (automatic),79.05,5552.5,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
2388,2017-07-01,,One year,Yes,Electronic check,90.7,2835.5,Fiber optic,No,No,Yes,No,Yes,No,Female,1,Yes,No,Yes,0
2389,2016-12-01,,One year,No,Credit card (automatic),95.0,3591.25,Fiber optic,Yes,Yes,No,No,No,Yes,Female,1,Yes,No,Yes,0
2390,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,88.35,88.35,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,1
2391,2019-12-01,,Month-to-month,Yes,Mailed check,30.25,63.75,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
2392,2019-02-01,,Month-to-month,Yes,Bank transfer (automatic),49.85,617.15,DSL,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
2393,2019-05-01,,Month-to-month,No,Bank transfer (automatic),93.0,870.25,Fiber optic,Yes,No,Yes,Yes,No,Yes,Female,0,No,Yes,No,0
2394,2019-03-01,,Month-to-month,Yes,Electronic check,54.55,601.25,DSL,No,Yes,No,Yes,No,No,Male,1,No,Yes,No,0
2395,2019-08-01,,Month-to-month,No,Mailed check,19.7,111.65,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
2396,2014-03-01,,One year,Yes,Bank transfer (automatic),84.8,6046.1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0
2397,2016-08-01,,One year,Yes,Credit card (automatic),94.45,3923.8,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes,0
2398,2019-05-01,2020-01-01,Month-to-month,Yes,Electronic check,94.2,777.3,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,1
2399,2019-07-01,2019-12-01,Month-to-month,Yes,Electronic check,96.25,512.45,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,No,1
2400,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,70.7,141.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,1
2401,2016-05-01,,Two year,No,Mailed check,20.85,892.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2402,2017-10-01,,One year,Yes,Credit card (automatic),60.0,1682.05,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
2403,2016-07-01,,Month-to-month,No,Electronic check,80.45,3398.9,Fiber optic,No,Yes,No,No,No,No,Female,0,Yes,No,Yes,0
2404,2015-02-01,,Two year,Yes,Electronic check,84.95,4984.85,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,Yes,Yes,0
2405,2016-07-01,2020-01-01,One year,No,Mailed check,33.55,1445.3,DSL,No,Yes,No,Yes,No,No,Female,0,Yes,No,No,1
2406,2019-07-01,,Two year,No,Credit card (automatic),49.65,305.55,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,0
2407,2018-01-01,,One year,Yes,Bank transfer (automatic),20.2,507.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
2408,2016-06-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),94.55,3640.45,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,Yes,Yes,1
2409,2017-11-01,,One year,Yes,Bank transfer (automatic),100.5,2673.45,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,0
2410,2019-04-01,,Month-to-month,No,Electronic check,35.75,389.8,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,No,0
2411,2017-11-01,,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05,Fiber optic,No,Yes,Yes,No,No,No,Female,1,No,No,Yes,0
2412,2019-03-01,,One year,No,Bank transfer (automatic),53.8,651.55,DSL,No,No,Yes,Yes,No,No,Female,0,No,No,No,0
2413,2019-10-01,,Month-to-month,No,Credit card (automatic),38.55,156.1,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,Yes,No,0
2414,2014-06-01,,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,DSL,No,No,Yes,No,No,Yes,Male,0,No,No,No,0
2415,2020-01-01,,Month-to-month,Yes,Electronic check,70.05,70.05,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
2416,2018-08-01,,One year,No,Mailed check,20.1,407.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
